Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%),Foam Density,Sales Data
Factory_1,22-09-2023,Location_B,Type B,91.99113791,6.809055228,Routine,8,96.80718261,5.5048654,403.08,D,12.69,Non-Compliant,14.48,3693.05,Night,22,5,Basic,14.35893873,Category A,Supplier X,6,Medium,0.713502134,2687.18,46295.92,26.09,3,3,Material,5728,2.04,1.55,16364.36
Factory_5,03-06-2022,Location_A,Type C,95.00345683,9.680404054,None,1,91.33669128,59.98062884,455.09,C,32.07,Compliant,15.96,3962.5,Night,21,5,Basic,14.90404457,Category C,Supplier X,21,Low,0.616368945,8731.26,62940.33,27.05,2,3,Material,8423,0.8,1.06,8094.24
Factory_1,22-09-2020,Location_B,Type C,81.66597139,3.393077954,None,14,85.58267056,55.40539266,367.71,A,45.03,Compliant,1.65,3153.64,Evening,24,7,Advanced,6.536531301,Category B,Supplier Y,27,Low,0.657526469,3556.33,56318.5,23.68,4,2,Material,9947,7.56,1.42,5007.36
Factory_1,06-06-2020,Location_C,Type B,95.36210688,0.099487105,Routine,18,86.76186689,59.35515149,178.63,A,16.75,Compliant,12.97,4564.54,Evening,19,2,Advanced,13.82350394,Category C,Supplier Z,5,High,0.464268847,6956.44,44799.84,29.95,1,2,Material,3415,4.82,1.9,8034.35
Factory_3,15-03-2022,Location_B,Type C,92.16214796,3.517384593,Routine,2,95.36461095,15.20753029,219.62,D,12.34,Non-Compliant,15.62,3782.47,Morning,17,7,Basic,16.75949804,Category B,Supplier Z,16,High,0.895981059,9633.14,40703.87,18.02,1,2,Material,3474,7.53,0.83,32065.53
Factory_4,02-05-2020,Location_A,Type B,97.37052478,8.177713655,None,19,96.72373558,24.93082809,421.69,A,41.46,Compliant,10.61,2199.43,Morning,17,5,Advanced,7.283339941,Category A,Supplier Z,23,Medium,0.210548938,2396.31,88617.31,5.68,3,0,Machine Fault,8156,9.32,1.53,17596.46
Factory_1,25-05-2021,Location_B,Type C,89.59656008,8.57084689,Major Repair,6,97.60015309,14.62382665,138.31,B,39.71,Compliant,4.05,4239.7,Night,9,9,Advanced,15.54371932,Category C,Supplier Z,23,Medium,0.454989948,3801.66,92071.2,24.23,1,2,Operator Error,9146,0.86,1.62,9011.38
Factory_4,18-01-2021,Location_B,Type C,68.34682523,5.375615589,Routine,4,93.63876875,9.444767614,473.91,B,16.34,Non-Compliant,17.05,2625.86,Morning,28,2,Advanced,13.10399335,Category B,Supplier X,15,Medium,0.995942713,9875.08,86131.91,21.45,0,3,Operator Error,9739,3.38,0.98,48333.44
Factory_5,29-09-2021,Location_B,Type A,79.25952425,6.616567719,Major Repair,20,86.57986873,53.48368712,248.13,B,49.99,Compliant,8.8,3817.07,Evening,22,9,Basic,16.44766243,Category A,Supplier X,9,Medium,0.208387579,3507.38,77551.15,6.81,2,1,Operator Error,4478,7.01,1.33,26984.48
Factory_5,10-07-2020,Location_D,Type B,92.89684349,0.571702699,Major Repair,20,99.83724109,57.23561914,265.29,B,27.16,Non-Compliant,15.07,2346.34,Evening,8,5,Intermediate,11.95366544,Category A,Supplier X,24,Low,0.201003439,4604.01,23795.45,7.0,4,3,Material,9947,6.4,0.52,23103.37
Factory_4,14-01-2021,Location_C,Type A,63.00970846,9.942223111,None,6,85.29406438,53.46423137,373.37,A,43.24,Non-Compliant,13.24,4895.89,Night,26,9,Basic,17.49047909,Category B,Supplier Z,23,Low,0.382012209,7946.88,73560.29,27.89,2,3,Machine Fault,1668,5.92,0.95,27252.96
Factory_4,12-12-2022,Location_A,Type A,70.84150558,1.356445928,None,20,95.89310695,24.5564027,357.99,A,23.35,Non-Compliant,4.65,4042.32,Night,22,3,Basic,10.54975728,Category B,Supplier X,0,Medium,0.748947718,8174.49,65245.41,23.24,2,2,Material,8709,4.71,1.31,23916.23
Factory_3,27-07-2022,Location_A,Type C,84.74269303,9.789009109,Routine,12,94.25401694,49.33572301,335.3,A,20.2,Non-Compliant,12.06,4913.33,Evening,3,9,Intermediate,15.61567491,Category B,Supplier Y,16,High,0.200888107,8335.11,87867.3,25.32,2,1,Operator Error,5901,7.35,1.26,45382.41
Factory_2,17-07-2022,Location_C,Type B,61.10802997,1.418451081,None,5,94.80180649,37.20151924,152.23,C,41.02,Compliant,10.21,4382.32,Evening,23,8,Advanced,10.09413758,Category A,Supplier X,4,High,0.068984522,7974.66,70532.97,5.73,4,2,Operator Error,2075,8.19,1.27,26735.89
Factory_4,28-11-2024,Location_B,Type A,63.22730065,7.025682581,None,3,98.84581887,33.37647608,342.88,A,17.85,Compliant,7.45,2001.96,Evening,28,4,Intermediate,3.255026522,Category B,Supplier Y,18,Medium,0.735441931,6231.69,62416.21,17.78,1,4,Machine Fault,6008,3.3,1.69,25301.73
Factory_2,16-11-2020,Location_C,Type C,67.36349714,6.823603204,Major Repair,8,98.84304769,32.82484031,353.68,C,49.2,Compliant,18.72,4246.68,Morning,27,8,Advanced,5.085206494,Category C,Supplier Y,15,High,0.555961763,6039.89,13481.8,15.9,4,4,Machine Fault,5101,9.19,0.62,12349.11
Factory_5,21-09-2024,Location_B,Type B,73.25721405,3.908894047,Routine,11,99.88522148,42.59339047,190.1,C,48.52,Non-Compliant,12.2,4722.09,Night,18,5,Basic,5.118886171,Category C,Supplier X,27,High,0.523452476,6306.49,43967.76,5.43,2,0,Material,6614,1.81,1.56,46783.51
Factory_1,22-08-2023,Location_A,Type A,84.79834172,2.180050972,Routine,14,92.52746647,6.433710161,130.01,A,39.99,Compliant,14.8,2840.18,Night,19,6,Advanced,19.91815109,Category B,Supplier Y,22,High,0.413651694,9907.66,63914.84,10.79,3,4,Operator Error,1893,3.37,1.31,21763.79
Factory_3,21-05-2020,Location_A,Type C,84.86078402,6.764306605,None,19,87.98323281,9.362883637,131.67,B,23.38,Non-Compliant,17.13,2893.68,Evening,15,3,Advanced,11.83580203,Category B,Supplier Z,24,Medium,0.184680472,6681.63,60452.46,24.68,2,0,Machine Fault,8197,7.64,0.98,10024.15
Factory_2,05-07-2023,Location_B,Type A,74.76771634,6.8784428,None,19,99.18966701,51.72956167,462.06,A,28.39,Compliant,14.5,1819.11,Morning,25,4,Basic,14.34472925,Category C,Supplier Z,9,Low,0.597270268,6258.12,73568.01,11.45,2,4,Machine Fault,5255,7.48,1.09,44577.99
Factory_2,14-04-2024,Location_C,Type C,52.66811327,6.245160333,None,1,88.98189918,31.44753056,386.07,C,10.88,Compliant,9.93,2683.07,Night,17,7,Basic,9.909373458,Category C,Supplier X,21,Medium,0.409241629,9370.85,24868.56,12.66,3,4,Machine Fault,2148,8.12,1.39,11838.35
Factory_4,28-07-2024,Location_D,Type B,64.39775535,8.824590323,None,14,93.20347597,9.387956688,298.16,C,19.34,Compliant,2.86,1532.06,Morning,21,5,Intermediate,7.219539997,Category C,Supplier Y,4,Low,0.650440513,2188.12,76613.44,14.53,4,3,Machine Fault,6670,3.51,0.83,39604.39
Factory_4,09-09-2022,Location_D,Type B,52.81907246,7.320804693,Major Repair,12,91.28102233,59.41684209,267.28,C,39.92,Compliant,7.91,4710.65,Evening,25,10,Intermediate,17.40380181,Category B,Supplier X,12,Medium,0.304555987,5117.2,87951.75,21.09,3,2,Material,6788,1.31,0.82,33924.92
Factory_2,10-01-2022,Location_D,Type B,76.28119492,7.224268111,Major Repair,1,85.4424555,54.49064751,283.9,A,24.16,Compliant,3.21,1652.69,Night,5,9,Advanced,5.507642366,Category A,Supplier Y,23,Low,0.340167445,2053.34,91469.07,6.48,2,1,Operator Error,8824,9.09,0.99,15526.37
Factory_4,17-10-2024,Location_C,Type A,56.1585456,8.302063958,Major Repair,12,98.25288514,32.13568535,292.0,B,35.8,Compliant,11.04,3350.37,Night,5,8,Basic,14.79335779,Category A,Supplier X,6,Medium,0.179982342,1107.75,81395.97,19.02,1,3,Operator Error,7332,4.63,1.6,34758.39
Factory_4,30-10-2021,Location_A,Type A,91.83827923,8.902262791,Routine,18,89.82686955,55.97413014,400.65,C,18.84,Compliant,14.41,4768.72,Evening,14,4,Intermediate,17.68374692,Category C,Supplier Z,3,Low,0.677942933,2260.83,22338.06,9.77,2,0,Machine Fault,2374,9.88,1.31,5729.07
Factory_2,01-05-2020,Location_B,Type B,51.48305563,8.556960922,None,2,93.14260555,12.31487774,259.03,A,43.83,Non-Compliant,9.98,1058.45,Morning,28,2,Basic,5.211627996,Category A,Supplier Y,2,Medium,0.507993176,5465.93,60931.92,21.62,1,4,Operator Error,3498,5.45,0.73,7483.23
Factory_4,19-06-2023,Location_A,Type B,87.37884104,8.515848074,None,1,89.9901544,46.47584385,110.8,D,48.88,Compliant,17.52,2439.37,Morning,18,8,Advanced,9.663298008,Category B,Supplier Y,16,High,0.292166376,1555,21160.95,7.53,1,5,Material,7976,2.39,1.19,14284.77
Factory_5,22-05-2022,Location_B,Type B,71.07649961,6.519052276,Major Repair,8,99.65636142,37.75585691,200.69,B,48.06,Non-Compliant,8.27,1572.71,Night,18,5,Advanced,2.637817839,Category A,Supplier Z,9,High,0.320326328,7659.58,56681.74,7.83,2,1,Machine Fault,2216,8.94,0.5,21362.93
Factory_2,01-06-2021,Location_D,Type B,53.24609115,9.262076168,Major Repair,6,93.52980664,47.52110005,466.23,D,27.75,Non-Compliant,11.66,3155.76,Evening,11,7,Basic,5.985486258,Category C,Supplier Z,13,Medium,0.850855422,5456.47,88258.28,28.13,1,0,Material,5551,3.25,1.31,44547.74
Factory_1,07-01-2022,Location_B,Type A,71.43480166,9.536898912,None,17,92.31383924,5.961463349,419.26,C,22.55,Non-Compliant,3.94,1143.96,Morning,27,3,Intermediate,17.31510665,Category B,Supplier X,4,Medium,0.96064164,1090.35,23066.14,8.66,2,1,Machine Fault,2538,9.39,1.44,21776.92
Factory_3,12-03-2021,Location_A,Type B,75.79214309,6.248545441,None,20,96.7173266,12.59430935,102.56,C,39.52,Non-Compliant,1.12,2081.66,Night,8,4,Advanced,12.64762167,Category A,Supplier Z,19,Low,0.748161368,8531.09,80955.49,11.48,0,4,Machine Fault,7171,5.45,0.8,19674.09
Factory_1,19-10-2020,Location_D,Type C,72.02272977,2.163260596,None,17,86.10217964,48.46390448,340.73,A,27.47,Non-Compliant,8.14,4212.2,Evening,28,4,Advanced,9.865242442,Category B,Supplier Z,27,High,0.1487662,1733,59655.63,9.6,0,1,Operator Error,3831,1.19,1.72,28203.58
Factory_1,15-04-2023,Location_A,Type A,84.48265314,8.752678663,Routine,10,96.26754574,12.03034567,203.47,C,29.44,Non-Compliant,13.74,4613.37,Evening,3,4,Intermediate,19.62956557,Category A,Supplier Z,3,Low,0.886867255,5709.64,89137.42,20.46,1,3,Material,1969,9.46,1.33,36408.86
Factory_4,10-06-2021,Location_A,Type C,94.33552817,5.029229914,Routine,12,95.24208199,18.72276719,360.52,A,41.97,Non-Compliant,8.21,2942.6,Evening,25,10,Advanced,15.85354446,Category B,Supplier X,4,Medium,0.947203865,3448.86,43245.02,25.63,4,0,Material,2810,2.95,1.04,49609.83
Factory_2,04-07-2024,Location_C,Type B,52.66953028,1.735802608,Major Repair,4,95.8528183,32.29718839,236.75,D,17.44,Compliant,7.49,2011.54,Morning,2,7,Intermediate,3.732791292,Category B,Supplier X,14,Medium,0.605682051,3010.82,44272.81,26.51,1,1,Operator Error,9278,8.15,1.49,32659.46
Factory_3,14-06-2023,Location_D,Type C,54.39542502,0.216324847,Major Repair,16,85.00969365,42.44764014,467.86,B,34.32,Compliant,15.37,4225.15,Night,16,9,Advanced,7.442551256,Category B,Supplier X,17,Low,0.268695565,5638.84,64856.43,29.72,0,3,Machine Fault,8792,5.59,1.63,30668.97
Factory_2,31-07-2021,Location_A,Type C,53.30553087,7.461966907,Major Repair,4,99.26399243,6.58818113,208.15,B,41.4,Non-Compliant,18.2,2722.55,Evening,15,8,Intermediate,5.767801832,Category C,Supplier X,15,High,0.121749058,1965.99,66789.35,21.29,2,4,Operator Error,9710,9.23,1.14,14863.1
Factory_5,09-04-2022,Location_A,Type A,73.07752617,6.001770706,Major Repair,12,95.34322767,10.17439306,230.28,A,23.34,Non-Compliant,10.36,1460.22,Night,8,2,Advanced,0.757053554,Category A,Supplier Y,25,High,0.716987567,7852.33,71044.75,6.39,0,5,Machine Fault,8103,7.14,1.63,17252.61
Factory_1,22-07-2022,Location_A,Type B,69.58553684,0.09714174,Major Repair,6,92.263338,39.3201018,480.08,B,35.89,Compliant,4.61,1969.5,Evening,11,9,Basic,8.286725749,Category C,Supplier X,7,Medium,0.055595278,2207.35,99106.6,14.69,0,2,Machine Fault,8611,2.36,1.53,41122.45
Factory_1,17-10-2020,Location_D,Type B,65.11565056,3.527358658,Routine,6,92.88441788,14.20710181,273.65,C,20.1,Non-Compliant,19.76,1408.05,Morning,9,2,Advanced,11.02103897,Category B,Supplier Z,29,Low,0.970185128,5208.62,96858.71,17.69,3,5,Machine Fault,8461,2.69,1.48,44358.88
Factory_4,24-10-2021,Location_A,Type B,63.53811496,7.897213589,None,2,90.67688682,47.37345585,132.19,D,30.78,Compliant,8.14,4351.39,Evening,19,5,Advanced,11.28818201,Category B,Supplier Z,13,High,0.328220814,3329.94,48569.3,19.32,1,4,Operator Error,6876,5.36,1.2,25643.27
Factory_3,24-05-2022,Location_C,Type B,79.08959411,5.105807495,None,6,89.22129068,21.46241373,427.43,B,29.94,Non-Compliant,19.38,3644.6,Morning,13,10,Advanced,15.96741948,Category B,Supplier X,14,High,0.357421509,2061.19,58308.77,14.64,1,4,Material,2401,1.78,1.9,16189.9
Factory_3,30-04-2022,Location_A,Type C,92.38550179,3.29773219,Major Repair,12,91.2635263,15.88133689,175.32,D,35.19,Non-Compliant,3.55,2584.38,Night,4,10,Intermediate,17.92736769,Category B,Supplier X,21,High,0.601551678,9512.01,75146.42,28.81,3,4,Material,6718,7.1,0.53,28435.15
Factory_5,22-09-2024,Location_B,Type C,96.46490792,0.861892807,Major Repair,11,86.94443279,15.15661208,403.16,C,32.45,Compliant,13.94,4013.13,Morning,20,10,Intermediate,1.904065508,Category C,Supplier Y,22,High,0.86040807,6273.4,24639.17,29.16,0,3,Operator Error,3983,3.58,1.26,6931.45
Factory_4,17-11-2022,Location_A,Type A,92.42271914,9.632210177,None,1,99.65193514,53.85781198,492.39,D,19.42,Non-Compliant,15.58,4779.87,Morning,3,2,Advanced,13.66184267,Category B,Supplier X,22,Medium,0.940916264,6127.3,71820.91,14.21,3,3,Operator Error,3616,2.12,1.6,34869.4
Factory_3,02-11-2024,Location_B,Type A,95.28780055,9.179262432,Major Repair,11,99.54071811,21.92735123,433.46,A,45.94,Compliant,7.62,4010.57,Night,22,5,Advanced,1.92949416,Category C,Supplier Z,1,Low,0.054742187,7992.35,14113.55,11.3,4,1,Machine Fault,3098,8.46,0.58,30763.49
Factory_2,12-07-2023,Location_C,Type C,64.6567254,3.616352883,Routine,19,99.02610455,30.82984926,433.73,C,36.05,Non-Compliant,14.87,2757.67,Morning,13,6,Basic,5.893069531,Category C,Supplier X,28,Low,0.781759805,1341.09,56168.61,18.86,4,1,Machine Fault,8333,5.51,1.63,23879.88
Factory_4,12-05-2020,Location_D,Type C,78.29015044,4.684281776,Major Repair,14,99.23365548,47.55310647,376.28,B,36.2,Compliant,14.63,4675.54,Morning,27,5,Advanced,4.512303309,Category A,Supplier Z,18,High,0.358871826,7865.32,97942.19,23.8,0,4,Operator Error,8700,2.27,1.28,39188.36
Factory_5,15-05-2024,Location_B,Type A,82.10015651,8.616267713,Major Repair,7,94.57553047,52.75405805,139.87,A,28.42,Compliant,11.27,3437.61,Evening,4,4,Basic,8.45548147,Category B,Supplier Z,11,High,0.694192687,3530.78,15853.82,11.73,0,3,Material,8119,0.47,0.63,43845.29
Factory_1,17-11-2022,Location_A,Type A,74.96193286,1.133295123,None,9,92.74725307,56.31004597,132.15,D,33.19,Non-Compliant,2.2,2076.7,Evening,25,6,Basic,11.83586924,Category B,Supplier Z,30,Medium,0.726248611,7302.85,11537.6,7.39,3,2,Material,5643,3.15,1.85,48163.66
Factory_4,10-07-2020,Location_D,Type B,50.04861052,4.913434002,Major Repair,13,97.74926264,47.18142541,145.51,D,25.69,Compliant,3.73,3761.79,Night,10,9,Advanced,5.811152426,Category B,Supplier Y,21,Medium,0.941767423,8429.86,94330.12,17.04,4,4,Machine Fault,4246,6.1,1.9,15112.27
Factory_2,28-06-2024,Location_B,Type B,92.39110173,7.029272501,None,18,93.65003358,27.28130152,155.78,B,17.29,Non-Compliant,1.25,4859.32,Night,1,2,Advanced,12.75064589,Category A,Supplier Z,9,Low,0.784781782,2284.24,48319.17,9.23,0,2,Machine Fault,5726,7.69,1.13,23732.8
Factory_2,03-09-2023,Location_A,Type B,51.12511295,9.512446506,None,18,89.96362123,47.513105,240.32,C,47.84,Non-Compliant,12.38,4999.41,Night,25,4,Basic,8.736306743,Category A,Supplier Y,9,Medium,0.120637685,7323.11,32359.19,26.66,1,0,Material,7890,8.19,1.66,41383.4
Factory_1,04-03-2020,Location_C,Type A,56.62068094,7.479008929,None,19,91.50446784,8.707093051,112.23,C,45.39,Compliant,4.52,4336.99,Night,18,3,Intermediate,10.33304057,Category B,Supplier Y,11,Medium,0.980653077,9685.1,74238.52,6.89,3,1,Operator Error,7828,9.2,1.76,10405.82
Factory_4,14-07-2020,Location_B,Type C,96.74612705,2.16173604,Routine,18,89.62395676,41.50299509,285.22,B,36.19,Non-Compliant,4.78,4759.97,Evening,18,2,Basic,19.86058832,Category C,Supplier Z,9,Medium,0.653013635,8315.13,87673.72,19.04,4,4,Material,1253,3.79,0.76,28946.05
Factory_1,12-04-2024,Location_C,Type A,85.85405868,6.681196104,None,5,93.45130603,45.64856224,346.8,B,18.72,Compliant,4.58,3914.03,Night,9,9,Advanced,18.98507124,Category A,Supplier X,14,High,0.706767051,5163.62,17455.49,13.15,4,2,Material,8611,7.58,1.27,9588.42
Factory_1,09-08-2020,Location_A,Type B,74.92244984,7.36751072,Major Repair,11,99.5042009,36.4728564,249.92,B,31.32,Non-Compliant,14.27,3180.69,Morning,10,5,Advanced,15.95880221,Category C,Supplier Z,10,Medium,0.598156693,8441.01,88420.4,28.65,2,1,Machine Fault,7592,5.36,1.48,37967.36
Factory_2,31-07-2022,Location_B,Type B,85.85625741,6.725299858,None,4,91.34330771,28.87993846,430.15,A,30.71,Compliant,15.34,2692.07,Morning,14,6,Intermediate,6.153926911,Category A,Supplier X,5,Medium,0.131298808,3176.04,75117.61,23.73,1,1,Operator Error,1976,9.92,1.34,47453.26
Factory_1,08-09-2021,Location_B,Type A,88.62080885,3.013930497,Major Repair,20,98.28704215,39.79609542,306.83,D,27.75,Compliant,14.18,4136.0,Morning,18,9,Basic,1.535555388,Category C,Supplier Z,11,High,0.483586111,5608.01,41462.25,29.63,2,5,Machine Fault,7304,2.61,1.8,47844.23
Factory_2,31-05-2021,Location_B,Type B,64.29257317,0.626361019,Major Repair,6,92.55962285,23.83985949,484.82,C,11.69,Non-Compliant,19.14,2971.09,Morning,20,10,Basic,8.251457145,Category A,Supplier Z,8,Medium,0.414358047,2282.1,32110.39,12.71,3,1,Machine Fault,2469,9.02,1.46,41134.37
Factory_1,18-05-2021,Location_B,Type B,58.28208649,6.53034041,Major Repair,14,94.77967526,12.62343279,106.3,D,10.45,Non-Compliant,11.96,3413.32,Night,22,3,Advanced,3.452680878,Category A,Supplier X,2,Low,0.478940794,3669.09,55816.75,9.33,1,0,Material,1514,2.89,1.5,42435.53
Factory_1,01-09-2021,Location_A,Type A,94.97910755,6.704152852,Routine,15,87.1213097,51.06565506,464.96,A,30.06,Non-Compliant,1.74,3396.67,Evening,9,10,Advanced,10.91077227,Category C,Supplier X,27,Low,0.645803983,8669.88,66722.74,27.0,3,1,Material,2972,1.05,1.67,40339.74
Factory_5,14-09-2021,Location_B,Type A,67.75346532,4.130198412,None,6,85.26240691,9.165740332,382.97,B,40.29,Non-Compliant,4.89,4401.31,Evening,6,2,Intermediate,0.73188012,Category A,Supplier X,26,High,0.185519103,1378.37,68429.72,11.81,1,0,Operator Error,7653,3.66,1.1,18163.17
Factory_3,02-04-2024,Location_B,Type A,84.58990925,7.722004142,Major Repair,9,96.93008355,46.41958116,246.2,D,28.58,Compliant,5.2,1591.73,Night,6,6,Advanced,7.809757476,Category A,Supplier Z,3,Low,0.097517413,7447.26,40154.72,29.26,0,3,Machine Fault,3690,9.97,1.6,41913.74
Factory_4,17-01-2022,Location_A,Type B,81.29831824,6.849252765,Major Repair,4,93.30340591,30.24644489,494.42,D,22.65,Non-Compliant,16.34,4803.53,Night,17,3,Intermediate,1.092580832,Category A,Supplier Z,0,High,0.795019006,8396.52,66502.98,9.61,0,0,Material,6372,4.46,0.71,12328.79
Factory_5,08-02-2023,Location_B,Type B,81.65924736,2.541130999,Major Repair,6,97.91598839,53.19974347,277.0,B,31.1,Compliant,12.32,1245.22,Evening,18,5,Intermediate,7.64753137,Category C,Supplier Z,16,Medium,0.364034944,7043.32,90064.59,26.65,4,1,Operator Error,3324,5.58,0.62,48710.35
Factory_1,02-11-2021,Location_D,Type C,73.17424162,7.636324212,Routine,9,89.20002922,11.45028175,151.18,A,43.54,Non-Compliant,5.23,3144.61,Morning,5,8,Advanced,14.1461323,Category C,Supplier Z,17,Low,0.553355439,3892.97,73650.62,9.14,4,3,Operator Error,7228,4.3,1.22,41852.04
Factory_5,07-10-2020,Location_D,Type B,60.66927831,7.227835891,None,7,89.64968348,38.14157877,303.83,D,41.71,Non-Compliant,7.82,2304.59,Night,20,3,Basic,4.778017108,Category B,Supplier Z,25,Low,0.636630338,2495.79,21193.58,18.27,0,2,Machine Fault,1422,5.0,1.86,15535.63
Factory_1,15-05-2024,Location_C,Type B,84.16182982,4.117340552,Routine,15,87.29910387,13.95191998,405.52,A,30.08,Compliant,9.41,4534.63,Evening,14,8,Basic,9.696310627,Category A,Supplier X,23,Medium,0.51889341,1792.81,15574.07,25.98,3,3,Operator Error,3074,0.58,0.82,47450.88
Factory_3,29-06-2023,Location_A,Type B,64.04470833,7.564606984,None,18,98.2182541,38.05736215,243.0,A,13.82,Non-Compliant,12.29,2549.66,Morning,22,4,Advanced,9.055524534,Category B,Supplier Y,12,Medium,0.227021564,1195.69,83451.13,10.66,4,0,Material,6637,3.08,1.71,28556.62
Factory_5,25-11-2024,Location_A,Type A,85.78067554,7.79325211,None,14,92.71232756,26.90432242,111.85,B,10.01,Non-Compliant,3.76,4492.99,Evening,18,2,Advanced,13.01442599,Category B,Supplier X,16,High,0.018439695,1707.95,22709.78,13.88,3,2,Material,8536,7.01,0.56,27877.48
Factory_4,12-05-2022,Location_B,Type C,88.35432466,8.236999529,Major Repair,9,94.60689491,13.78044979,379.47,C,44.38,Compliant,15.68,1136.78,Evening,26,9,Intermediate,7.273818331,Category C,Supplier X,15,Low,0.61492169,1597.67,30476.54,20.47,4,4,Operator Error,1557,0.97,1.61,25265.76
Factory_5,10-01-2021,Location_D,Type C,79.11377916,1.841957065,Major Repair,6,87.36296879,41.19457506,282.27,A,27.27,Non-Compliant,8.28,3834.15,Night,26,5,Advanced,19.66389684,Category B,Supplier Y,26,Medium,0.08621371,2417.87,78942.07,26.92,4,1,Machine Fault,1285,4.09,1.03,5019.84
Factory_4,03-12-2022,Location_C,Type C,72.92685204,1.202938097,Routine,2,93.33830934,55.83711838,210.81,D,21.64,Non-Compliant,4.69,3768.67,Morning,12,6,Basic,16.0206881,Category B,Supplier Y,9,High,0.057614532,1210.76,28396.28,11.65,3,0,Material,3879,5.11,0.7,17092.38
Factory_4,14-09-2024,Location_A,Type C,51.31666113,9.775044179,None,16,97.45052251,39.2313807,317.97,A,37.7,Compliant,10.22,4257.79,Night,8,6,Intermediate,5.08447436,Category B,Supplier Z,29,Low,0.128584136,2821.79,46098.38,25.39,3,0,Machine Fault,7606,5.06,1.44,48158.89
Factory_4,21-03-2024,Location_A,Type A,76.71973706,4.41459757,None,9,89.31817312,59.39989183,116.96,A,19.51,Non-Compliant,5.42,3090.17,Morning,16,8,Basic,11.07583245,Category B,Supplier Y,7,High,0.147111162,6706.15,20678.71,17.72,1,4,Material,5944,3.26,0.86,23997.11
Factory_4,21-07-2024,Location_D,Type B,94.87923421,8.227597669,Major Repair,17,94.36754378,33.97108159,379.63,C,42.97,Non-Compliant,2.2,2171.36,Morning,14,8,Intermediate,19.60016698,Category C,Supplier Z,14,High,0.552226254,1094.68,59705.35,21.99,3,2,Machine Fault,4461,8.4,1.23,38878.78
Factory_2,18-12-2020,Location_C,Type B,66.85839114,3.387545879,Major Repair,20,99.82208728,42.93663623,279.16,C,19.04,Compliant,3.59,2753.56,Morning,27,4,Basic,11.46352622,Category A,Supplier Z,12,Medium,0.444930857,5239.19,83806.58,11.67,3,2,Machine Fault,5544,2.38,1.36,15063.11
Factory_5,16-06-2022,Location_C,Type A,88.25585499,3.943744937,None,6,85.52098745,47.22934383,118.65,D,44.6,Non-Compliant,4.93,3098.38,Night,7,6,Advanced,7.545575584,Category C,Supplier X,7,Low,0.836158499,7049.17,75899.52,12.26,4,1,Operator Error,1336,4.33,1.44,38306.27
Factory_4,16-09-2020,Location_A,Type C,64.78929585,9.160463482,Routine,13,88.19455313,21.36961329,146.3,A,10.17,Compliant,13.27,4322.57,Morning,23,10,Basic,17.23073508,Category C,Supplier Y,20,Low,0.338958474,9892.25,12114.67,19.05,2,5,Operator Error,9660,6.68,1.48,25240.62
Factory_4,27-09-2021,Location_C,Type C,50.11201992,5.469662637,None,4,89.6843408,43.05432423,225.88,B,19.03,Non-Compliant,4.22,3675.94,Evening,14,6,Basic,14.68012336,Category A,Supplier Y,26,Low,0.663311982,8348.13,73179.33,29.37,3,2,Operator Error,5321,1.66,1.23,8630.54
Factory_2,15-04-2022,Location_B,Type C,83.44910783,4.194090243,Major Repair,19,86.63500078,39.28948584,404.37,B,40.86,Compliant,12.23,2757.02,Evening,20,7,Intermediate,13.80044896,Category B,Supplier Z,8,Medium,0.226390788,2939.55,78933.49,7.32,0,0,Operator Error,3424,3.64,1.02,35127.93
Factory_2,05-07-2023,Location_C,Type B,65.79807995,6.163114826,Major Repair,13,98.02388627,12.02648973,118.75,B,23.14,Compliant,13.32,2945.02,Morning,24,7,Advanced,1.459110183,Category A,Supplier Y,12,Medium,0.809775275,7049.29,32868.8,27.66,2,0,Operator Error,9548,6.77,1.68,23948.81
Factory_4,28-07-2023,Location_D,Type B,52.21488078,3.152211674,Routine,10,86.75870416,30.57302489,266.22,A,25.42,Compliant,13.16,1321.35,Morning,3,2,Intermediate,13.92265122,Category B,Supplier X,22,Medium,0.411379638,3562.22,60963.06,28.31,3,1,Machine Fault,6631,5.48,1.44,6960.49
Factory_5,26-12-2023,Location_A,Type A,74.43578627,5.044698621,Routine,1,94.99287733,43.69129909,428.99,C,45.57,Non-Compliant,1.28,1673.85,Night,22,3,Advanced,6.845662828,Category C,Supplier Y,2,Medium,0.777369106,8855.85,17341.85,9.82,1,3,Operator Error,2115,5.34,1.86,33242.66
Factory_4,10-08-2023,Location_C,Type A,53.99864337,5.157473164,Major Repair,5,89.29887836,22.7244236,351.7,B,37.95,Compliant,5.76,1335.01,Evening,5,7,Advanced,14.62330484,Category C,Supplier X,24,High,0.978975081,5168.29,63345.03,6.34,2,5,Machine Fault,6328,4.02,1.62,26585.71
